sizeCol,sizeRow,title,number,solution,difficulty,colClues,rowClues
25,30,Magpie,18882,http://static.nonograms.org/files/nonograms/large/soroka6_12_1_1p.png,5/10," , , , ,3, , , ,1,2, , , ,2,2, , , ,2,2, , ,3,2,2, , ,4,2,2, , ,5,2,4, ,5,2,2,4, , ,4,2,6, , ,7,4,6, , , ,8,10, , , ,13,8, , ,5,2,3, ,2,2,2,3, ,3,3,3,3,2,5,7,3,4, , ,11,3,5, ,2,4,2,6, ,7,4,2,8, ,9,2,4,4,11,1,1,1,2, , ,9,2,5, ,12,1,3,3, , ,11,5,5, , ,10,1,8"," , , ,2,2, , , , ,4, , , ,1,1,1, ,1, , , , ,9, , , , , , , , ,1, ,4,4,2, , , ,2, , , ,1,1,1,1,2,2, , , ,1, , ,1, , ,2,1,7,6,2,1,2,6,3,3,6,2,9,3, ,2,1,2,2,1,1, ,2,3,1,8,8,4,4,4,1,1,1,1,4,1,2,3,9,8,2,1,1,4,3,4,1,1,1,1,1,2,4,4,1,1,2,3,5,5,6,6,8,8,7,7,7,7,7,6,6,3,2,1,5,1,3,2,1,1,1,4,2,2,1,1,1,2,2,3,3,3"
25,20,Lily,18884,http://static.nonograms.org/files/nonograms/large/liliya9_12_1_1p.png,6/10," , , , ,1,2, , , ,2,4,1, , , ,1,5,1, , ,3,1,7,1, ,1,2,7,1,2, ,2,1,8,3,1, , , ,3,7,1, , ,5,3,2,5, , ,6,1,2,6, ,1,3,3,1,6, ,1,3,1,2,2, ,1,2,1,4,1, , ,1,3,7,1, ,1,3,4,3,1, ,6,1,2,3,1, , ,4,2,7,1, , ,4,4,6,1, , ,3,5,4,1, ,2,2,6,3,1,1,1,1,5,1,3,1,1,1,3,3,1,2,2,3,1,3,1, , ,2,2,1,2, , , ,2,1,1, , , , ,3,1"," , , , , , ,1,1, , , , , , , , , , , , , ,1, , , ,1,3,5, , , ,8, , , , , , ,1, , ,4,1, , ,2,2,1, , ,6,1,7,1, ,1,1,1,5, ,2,1,5,1,3,1,1,1,1,7,2,1,4,2,5,3,3,4,1,2,1,1,1,5,4,1,2,1,9,1,2,2,2,2,3,2,1,2,1,1,1,6,6,6,5,1,2,4,7,7,2,4,2,6,7,5,5,4,2,3,2,1,1,1,1,1,4,4,2,1,7,1,1,3,2,2,1,2,1,1"
30,35,Erudite panda,18887,http://static.nonograms.org/files/nonograms/large/erudirovannaya_panda_12_1_1p.png,5/10," , , , , , ,6,6, , , , , , ,8,8, , , , , , , ,26, , , , , , ,10,10, , , , , , ,8,8, , , , , , ,6,5, , , , , , ,4,4, , , , , , ,2,2, , , , , , ,1,2, , , , ,2,7,8,1, , , , ,5,3,4,5, , ,2,3,4,4,3,1, , , ,1,1,12,1,2, ,1,1,4,2,6,1,1,1,2,3,1,1,3,2,1, , ,1,1,2,2,1,1, , ,1,3,3,3,2,1, , , , ,2,5,6,1, , , , , ,1,4,2, , , , , ,2,4,1, , , , , ,1,2,2, , , , ,2,2,1,1, , , , ,1,2,2,2, , , , , ,2,7,4, , , , , ,2,5,6, , , , , , ,2,7, , , , , , ,3,9, , , , , , ,4,11, , , , , , ,8,15, , , , , , , ,31"," , , , , ,7, , , ,5,3,2,1,1,1,1,1,1, ,1,2,3,5, , , , , , , , , , , , , , , , ,7,3,6,6,5,1,2,5,4,2,5,2,1,3,1,4,5,2,1,5,5,6,6,7, , , , , , , , , , ,7,6,3,1,1,1,2,3,2,1,2,2,3,3,2,6,2,1,3,2,1,1,1,1,3,6,5,3,5, , , , ,3,8,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,6,2,1,3,7, , ,7,3,3,3,1,2,5,4,4,3,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,4,5,6,7,8,10,7,6,4,2"
42,45,Chinese tower,18888,http://static.nonograms.org/files/nonograms/large/kitayskaya_bashnya_12_1_1p.png,6/10," , , , , , , , , , ,1, , , , , , , , , , ,1, , , , , , , , , , ,1, , , , , , , , , , ,1, , , , , , , , , , ,3, , , , , , , , , , ,5, , , , , , , , , , ,7, , , , , , , , , , ,5, , , , , , , , , ,1,1, , , , , , , , , , ,5, , , , , , , , , , ,3, , , , , , , , , , ,5, , , , , , , , ,2,7,2, , , , , , , , , , ,11, , , , , , , , , , ,9, , , , , , , ,1,1,1,1, , , , , , ,2,1,1,1,1, , , , , , , , ,2,1,9, , , , , , , ,1,2,2,9, , , , , , ,3,1,1,2,5, , , , ,1,1,2,2,2,1,7, , , ,1,4,2,2,1,2,11,2, , , , , , ,2,1,3,4,17, , , , , , ,1,5,3,1,15, ,3,1,2,2,2,1,1,1,1,1, ,2,2,6,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1, , , , , , ,3,2,8,1,13, , , , , , , ,1,5,2,13, , , , , ,2,3,2,1,4,4, , , ,2,1,4,1,2,1,3,3, , , ,1,5,6,1,3,5,3,1, , ,2,1,2,1,2,3,7,3,2, , , , , , , ,2,2,14,12, , , , , , ,2,6,2,2,6, , , , , , ,2,3,3,3,3, , , , , , , , ,3,6,6, , , , , , ,3,2,2,2,2, , , , , , , ,22,2,2,10,1,1,4,1,1,2,2,2,2,1,1,1,1,5,1,1,2,2,2,2,1,1, , , , , , , , , , ,45"," , , , , ,1, , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1, ,2,1, , , , ,1,1, ,2,1, , , , , , , , ,3, , , ,3, , , , , , , , , , , , , , , , , ,2,1,1, ,1,2,1, , ,1,1,5,2,2,1, , , , ,1, ,2, ,1, , , ,1, ,2, ,1, , , , , , , , , , , , , ,2,2,1,5,1,3,2, , ,2,2,1,1,2,1,3, , , ,2,2,2, ,4, ,8, ,4, ,2,2,2, , , , , , , , , , , ,2,2,1,2,1,2,2,1,1, , ,1,1,1,2,1,2,1,1, , ,2,11,3,1,7,20,6,20,7,1,3,11,2, , ,1, , , , , , , ,2,1,2,1,5,1,3,1,2,1,1,1,3,3,1,5,2,1,2,3, , ,5,1,4,7,3,2,12,2,3,7,4,1,5, , ,3,2, ,2,2, , , ,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,10,5,3,2,3,5,10,1,1,1,2,2,1,1,2,1,1, ,1,1,1,1,4,1,1,4,1,1,2,6,21,22,4,1,4,1,1,4,1,1,10,11,1,1,7,10,1,1,1,1,1,10,7,1,1,11,10,1,1,4,1,1,4,1,1"
40,30,Hawk,18892,http://static.nonograms.org/files/nonograms/large/yastreb2_12_1_1p.png,7/10," , , , , , ,4, , , , , , ,7, , , , , ,2,2, , , , ,4,4,1, , , ,3,1,3,1, , , ,1,1,5,2, , ,1,1,3,1,1, , ,2,2,1,1,1, , , ,2,1,3,1, , , ,3,2,1,1, , , ,3,1,4,1, , ,3,1,1,2,1, , , ,5,1,1,4, ,1,3,2,2,1,4, ,1,2,2,1,1,6, ,1,1,1,1,2,8, , , ,1,4,2,8,1,1,2,1,1,6,1,1,2,2,2,2,4,1, ,1,1,5,2,4,3, , ,1,4,1,1,9, ,1,3,1,2,3,8, ,1,1,4,2,1,7, ,1,3,2,2,1,7, , , ,4,6,1,8, , ,2,1,2,1,6,1,1,3,1,1,1,8, , ,1,2,2,2,6, , ,1,1,2,3,9, ,2,1,2,4,1,9, ,5,2,1,1,3,4,1,4,1,2,1,2,4, , , ,7,4,2,3, , , ,6,5,2,8, , ,4,1,5,6,4,3,3,2,3,5,1,2, , , , ,14,7,1, , , ,4,5,6,3, ,4,2,3,2,2,4, , , , , ,8,14"," , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,2,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,4,3,2,3, , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,2,2,1,1,3, , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , , ,2, ,1,2,1,1,3,1,2,1,2,1,2, , , , , , , , , , , , , , , ,2,3,1,1,7,2,2,1,1,1,2,1,5,2,1, , , , , , , , , , , , , , , ,2,1,4,2,5,1,3,1,1,2,2,1,2,7,10, , , , , , , , , , , , , , ,1,1,2,1,8,1,1,2,1,2,1,2,1,2,1,1,12,13,5, , , , , , , , , , ,1,2,1,1,4,5,1,1,1,5,1,1,1,1,2,2,3,1,1,7, , ,11,11, , , , , , ,3,6,3,5,5,6,2,1,1,4,1,4,2,1,1,1,1,1,2,4,2,14,2,1,12, , , , , ,2,2,1,5,4,2,2,1,3,3,3,3,5,4,2,1,2,5,6,4,12,2,2,1,1,10,7,3, , ,6,6,6,2,4,1,1,2,1,1,4,4,1,2,2,1,1,2,2,1,7,4,1,1,1,2,3,3,5,1"
25,25,Egret,18896,http://static.nonograms.org/files/nonograms/large/caplya14_12_1_1p.png,5/10," , , , , , , , ,3, , , , , , , , ,4, , , , , , ,5,1,3, , , , , , ,3,1,1, , , , , ,1,1,1,1, , , , ,1,1,1,2,1, , , , ,1,1,2,1,1, , ,1,1,1,1,5,1,1,1,1,1,1,2,2,2,1,1,2,1,3,1,2,1,1,1,1, , , , ,5,2,1,3,5, , , , ,7,4,2,1,3, , ,3,1,2,1,1,3,1, , , , ,1,3,1,2,6, , , ,4,1,1,1,3,1, , , , ,3,1,1,1,3, , , , ,3,7,2,1,3, , ,2,3,3,2,2,2,3, , , ,2,2,5,2,3,4, , , , ,4,7,2,6,1, , , ,1,6,2,2,2,4, , , , ,4,4,3,2,4, , , ,3,2,1,2,6,3, , , ,3,2,2,3,4,3, , , , ,3,3,7,2,2"," , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , ,2, ,1, ,2,3, , , , , , , , , , , , , , , ,1, , , ,2, ,1, ,1,2, ,4, , , , ,1,1, , ,3, , , , ,2,1,1,2,2,1,1,2,1,2,2,1, ,1,5, ,2,1, ,2,3,2, ,2,2,3,4,6,2,3,13,2,4,4,6,2,2, ,1,2,1,2,2, ,2,1,3,6,1,3,5,5,3,3,2,3,2,4,1,1,3,3,1,3,6,2,3,4,7,1,2,4,6,4,4,2,3,6,5,1,2,3,5,1,2,9,1,3,9,2,2,3,3,6,3,1,1,5,4,3"
26,20,Portrait,18897,http://static.nonograms.org/files/nonograms/large/portret16_12_1_1p.png,4/10," , , , ,8, , , , ,10, , , , ,14, , , , ,16, , , , ,17, , , , ,19, , , ,8,11, , , ,8,9, , , ,6,9, , , ,5,8, , , ,5,8, , , ,3,6, , , ,2,6,2,4,4,2,2,2,4,4,1,2, , ,2,1,3, , ,2,1,3, , ,2,1,3, ,3,1,1,2, , ,3,3,2, , , ,2,2, , ,3,4,3, , , ,3,4, , , ,3,6, , , , ,8, , , , ,6"," , , , , , , ,8, ,7, , , , , , , , , , , , , , , , ,8,4,6,2,7, , , , , , , , , , , , , ,10,9,2,1,1,1,2,9,11, , , , , , , , , , ,10,2,2,3,1,1,1,1,2,2,10,13,12,10,9, , ,6,17,20,5,3,3,3,2,2,3,3,3,3,2,3,6,6,3,12,10"
16,19,Chinese character YOU,18898,http://static.nonograms.org/files/nonograms/large/kitayskiy_ieroglif_ti_12_1_1p.png,4/10," , , , ,3, , , , ,3, , ,3,2,2, , ,3,2,4, , , ,3,8, , ,3,2,1, ,3,1,2,1, , , ,4,2, , , ,5,2,2,2,1,2,1,1,2,2,2,3, ,2,2,1,3, ,2,3,1,2, , , ,2,2, , , ,2,4, , , ,1,2"," , , , , , , , , ,3, , ,2, , , , , , , , , , , , ,4,2, ,2,6,5,1,2, ,3,5, , ,2,2,2,9,12,7,1,2,3,1,2,3,9,5,2,2,2,3,2"
25,25,Fly,18900,http://static.nonograms.org/files/nonograms/large/muha5_12_1_1p.png,6/10," , , , , , ,4, , , , , ,1,3, , , , ,1,1,1, , , ,1,3,1,1, , , , ,1,4,1, , , , ,1,2,1, , , ,1,2,2,1, , , ,2,1,1,1, , , , ,2,2,2, , , , ,2,2,1, , , , ,3,1,3, , , ,5,5,2,3, , ,2,1,1,14,1, ,1,1,1,1,9,2,1,3,1,1,7,3,2, ,2,5,1,5,4,1, , , , ,16,2,1, , , ,1,11,4,2, ,1,9,1,1,1,3, ,2,3,2,1,1,2, , ,3,2,1,1,3, , , ,1,1,1,2, , , , ,1,2,2, , , , ,1,2,1, , , , , ,1,1"," , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,1,1,1, , , , , , , , , , , , , , , , ,2,2,1,1,2,1,2,2,2,1, , , , , , , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2, , , , , ,2,2,1,2, , , , ,1,1,5,2,1,1,2,2,5,5,5,1,1, , ,1,1,2,3,3,1,2, , ,1,2,1,1,7,1,1,2,1,4,5,4,7,3,3, ,6,2,1,1,1,2,2, ,4,1,3,2,1,2,5,6,4,3,3,2,2,2,8,6,11,1,4,2,1,2,2,2,2"
20,15,Bulldog,18901,http://static.nonograms.org/files/nonograms/large/buldog8_12_1_1p.png,6/10," , , , ,5, , , ,4,3, , ,3,2,2,2,2,2,2,1, ,4,1,1,2, ,2,2,5,2, ,1,1,4,1, ,2,2,4,1,2,1,2,2,1,2,1,2,2,3, ,1,1,1,1,1,2,2,1,1, , ,2,3,7, , , ,1,2, ,2,2,1,1, ,1,1,2,1, ,1,3,4,1,1,1,5,1,1, ,1,1,1,1, , , ,3,2"," , , , ,1,2, ,1, , ,1, , , , , , ,1, ,1,2,3,2,1,2,1, ,1, , , ,4,1,2,1,1,2,1,4,3,3,3,1,3, ,5,3,1,2,2,1,2,2,1,1,1,3,3,2, ,3,3,1,3,2,1,1,1,2,1,1,1,2,2,5,5,1,1,4,3,2,1,1,2,4,2,3,1,1,8"
34,45,Car,18909,http://static.nonograms.org/files/nonograms/large/avto7_12_1_1p.png,7/10," , , , , , , , , ,17, , , , , , , , , ,22, , , , , , , , , ,24, , , , , , , ,1,1,17, , , , , , , ,1,1,16, , , , , ,1,1,4,1,4, , , , , ,1,1,4,1,4, , , , , , , ,17,1,4, , , , ,3,4,3,2,4,1, , ,1,1,2,1,1,1,2,1,1,3,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1, ,2,1,2,3,1,2,1,1,1, , , ,7,3,3,6,3,1,1, , ,9,3,3,1,3,7,1,1, , ,3,6,3,3,1,9,1,2, , , ,4,5,2,4,1,10,2, , , ,4,5,2,4,1,12,3, , , , ,9,2,4,1,13,3, , , ,9,2,4,1,5,7,4, , , , ,9,2,4,7,9,6, , , , , , ,12,2,6,15, , , , , ,1,5,11,6,4, , , , ,2,1,5,11,4,2, , , , , , ,5,1,12,3, , , , , , ,11,1,5,3, , , , , ,7,5,1,1,2, , , , , , ,6,6,3,2, , , , , , , ,5,6,3, , , , , , , ,3,4,2, , , , , , , , , ,7, , , , , , , , , ,5, , , , , , , , , ,5, , , , , , , , , ,3"," , , , , , , , , , , , , , , , , , , ,1, , ,2,2, ,3,3,4,8, , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,2,2,1, ,2,2,2,9,1,1,1,3,8, , ,1, , , , , , ,5, , , , , , ,1,3, , ,2,4, ,1,1,1, ,1,8,9,5,5,11,11,10,6,1,1,2,2,6,4,6,5,5,8,8,1,5,5,5,5,10,5,1, , , , , , ,1,1,8,9,5,4,13,9,9,9,4,1,1,1,2,1,1,1,1,1,16,5,6,7,8,10,4,4,6,2,12,9,1,1,1,1,5,1,1,9,7,7,11, ,2,1,1,3,5,6,6,6,4,3,1,12,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,6,7,21,4,5,17,15,11,7,3,2,2,3,5,7,8,8"
38,34,Cat,18910,http://static.nonograms.org/files/nonograms/large/cherniy_kot9_12_1_1p.png,5/10," , , ,5, , , ,7, , ,3,4, , ,3,2, , ,2,2, , ,2,5, , ,2,5, ,2,3,3, ,3,2,4, , ,10,7, , ,9,7, , ,8,4,3,2,2,3, , ,9,3, , ,9,2, , ,7,2, , ,5,2, , ,6,2, , ,9,2, ,11,5,3, , , ,28, , , ,27, , , ,28, , , ,29, , , ,30, , ,3,24, , ,3,25, ,4,7,11, ,4,4,11,3,3,4,6,1,3,4,4, ,3,5,3, ,3,5,2, ,6,6,3, ,6,5,2, ,3,3,4, , , ,5, , , ,3"," , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4, , , , , ,3,9, , , , , , , , , , , , , , , , , , , , , ,2,2,3,2,2,3,3, , , , ,4,3,17,3, , , , ,3, , , , , , , , , ,5,7,3,3,2,1,3,3,3,2,3,3, , ,3,7,8,5,3,12, , ,3,7,3,3, , , , ,7,7,7,7,7,10,3,2,3,2,2,2,3,7,6,7,8,5,1,3,3,3,3,5,25,23,17,12,10,10,10,8,8,7,1,3,3,3,3,3,15,14,14,13,9,10,10,1,3,3,9,4"
44,32,Owl,18914,http://static.nonograms.org/files/nonograms/large/sova65_12_1_1p.png,5/10," , , , , , , , ,6, , , , , , ,5,8,5, , , , , , , , ,27, , , , , , ,6,10,6, , , , ,4,1,4,1,4, , , , ,1,3,4,3,1, , ,1,1,3,2,1,3,1, , , ,1,2,3,2,3,1, , , , , ,1,6,6,1, , , , ,1,6,4,6,1, , , , ,1,4,6,4,1, , , , , , ,3,6,3, , , , , , ,4,4,4, , , , , , ,5,4,5, , , , ,4,1,2,1,4, , , , , ,3,4,4,3, , , ,4,3,2,2,3,4, , , , ,6,3,8,3,6, , , , ,6,3,4,3,6, , ,6,3,1,2,1,3,6, , , ,6,3,2,2,3,6, , , ,6,4,2,2,4,6, , , ,6,3,1,1,3,6, , ,4,1,3,4,3,1,4, , ,4,1,4,2,4,1,3, , ,1,1,5,3,1,2,1, , , ,4,1,4,4,1,4, , , , ,2,1,12,1,2, , , , ,1,2,12,2,1, , , , ,5,1,8,1,5, , , , ,4,3,6,2,4, , , ,1,3,1,2,1,3,2,1,2,1,1,1,1,2,1, , ,10,1,1,2,1,1,10, , ,10,1,1,2,1,1,10, , , , , , , ,3,17, , , , , , ,4,5,4, , , , , ,1,3,5,4, , , , , , ,3,6,5, , , , , , ,3,8,7, , , , , , , ,2,15, , , , , , , ,2,14, , , , , , , ,2,10, , , , , , , ,1,8"," , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,4,2, , , , ,4,6,7,7,6,4,4,1, , , , , , , , , , , , , , , , ,9,4,4,1, , ,2,4,2,5,6,6,5,2,4,4,1, , ,4, , , , , , , , , , ,3,4,12,4,2,4,1,1,5,3,1,2,3,3,2,1,2,1,2, ,4,3,4,9, , , , , , , , ,12,15,2,8,2,8,2,6,1,2,2,3,2,2,3,2,2,8,3,2,5,2,4,12,3,1, , , , , ,1,6,2,3,3,2,4,3,1,8,2,5,4,5,5,4,5,5,1,1,6,8,2,9,2,14,12, , , , ,8,11,2,6,2,2,2,8,11,14,1,5,4,1,3,3,1,4,1,4,14,10,4,2,3,3,2,6,11,8, ,7,5,5,3,3,3,3,2,2,10,7,10,8,6,5,5,4,4,5,5,6,8,11,10,8,2,2,6,2,2,2,2"
37,32,Horse,18917,http://static.nonograms.org/files/nonograms/large/kon43_12_1_1p.png,5/10," , , , , ,1, , , , , ,4, , , ,2,2,1, , , ,4,1,3, , , ,5,1,5, , , ,6,1,5, , , ,8,2,4, , , ,9,1,6, , , , ,11,7, , , , ,10,6, , , , ,12,6, , , , ,13,6, ,10,2,1,1,6, ,11,2,1,1,6,7,3,1,1,3,6,8,3,1,1,2,6, ,9,4,1,3,6,8,3,1,1,1,4, ,8,4,1,1,2, ,9,3,1,1,1, , ,10,3,2,1, , ,11,2,1,1, ,12,2,3,1,2, , ,13,2,5,2, , ,14,2,5,2,14,3,2,2,1,2,8,5,2,2,2,2,8,4,1,2,1,1, ,8,3,2,2,3, , ,8,3,2,5, , , ,9,3,4, , ,4,6,2,3, , ,5,4,3,3, , ,4,2,2,4, , ,6,2,2,3, , , ,8,1,3, , , , ,10,3"," , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , , , , , , , , , , , ,10,7,11, , , , ,5, , , ,2,1,2,8, , , , , , , , , , , , , , , ,18,18,7,6,6,13, ,7,10,5, ,4,2,2,1,5,4,3, ,14,3,2, , , , , , , ,20,22,24,4,3,2,3,2,7,16,10,9,3, ,8,1,1,2,5,4,6,14,1,18,10,11, ,8,14,19,22,24,5,3,3,2,2,2,1,1,2,7,5,3,1,5,3,11,12,7,7,4,2,1,2,2,8,2,9"
25,20,Angry Face,18926,http://static.nonograms.org/files/nonograms/large/serditoe_lico_12_1_1p.png,5/10," , , , ,12, , , ,2,10, , ,8,2,2, ,4,1,3,2, , ,4,2,6, , ,2,5,7, ,2,2,4,1, ,1,1,3,2, , ,1,6,6, , ,2,4,7,2,3,3,1,4, ,2,2,3,3,2,2,1,1,1, ,1,2,2,4, ,1,4,1,4, , ,4,2,3, , ,4,4,7, , ,2,3,3, ,1,2,3,1, , ,2,1,3, , , ,6,3, , ,1,2,2, , ,2,3,4, , ,1,2,9, , , ,6,3"," , , , , ,3, , , , , , , ,2, , , , , , , , , , ,1,1,4, , , , , , ,3, , , , , , , , , ,1,3,2,2,3,3,2,2, , ,1,1, , , ,1, , , ,7,9,1,1,2,1,2,2,1,4,6,3,6,1, ,4,5,5, ,3,2,1,2,1,1,4,2,3,1,1,1,2,3,6,5,4,2,3, ,2,3,2,2,2,2,2,2,1,1,1,1,1,1,2,9,5,3,2, ,1,2,3,1,1,1,3,2,1,1,1,1,1,1,2,2,2,2,1,4,3,3,1,1,1,1,2,2,1,2,1,1,3,2,2,2,2,2,1"
30,35,Air and Water - inspired by MC Escher,18929,http://static.nonograms.org/files/nonograms/large/nebo_i_voda_illyuzii_eshera_12_1_1p.png,6/10," , , , , ,3,2,2,3, , , , , ,5,2,4,5, , , , , ,6,2,9,1, , , , ,1,5,2,1,6, , , , , , ,11,1,7, , , , , ,8,2,2,7, , , , , ,6,7,2,3, , , , , ,7,6,2,1, , , , , ,7,1,11,1, , , , , ,1,8,2,2, , , , , , ,2,7,7, , , , , ,7,7,5,2, , , , ,7,2,3,2,7, , , , ,6,2,1,1,5, , , , ,3,10,1,3,6, , ,1,2,7,2,2,2,4, , , , ,5,6,6,3,3, , ,3,4,2,6,2,2,1, , , ,2,1,2,1,10,1, , , , ,2,2,1,3,8, , , ,1,3,2,1,9,1, , ,3,1,2,2,7,4,2, , , , ,10,2,3,1,6, , ,7,3,4,1,4,1,3,5,3,6,1,1,2,1,1,2, , ,5,1,4,3,3,1,2, , ,4,1,3,4,2,1,3, , ,1,1,2,5,6,1,4, , , , ,2,1,3,10,5, , , , , , , ,12,16"," , , , , , , , , , , , ,1, , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , ,1,3, ,2, ,1, , , , , , , , , , , , , , , , ,1, ,1,1, , , , , , , , , ,1,2,3,1, ,4, , , , , , , ,3,5, ,8, ,6, ,4, ,2, ,4,1, ,3, , , , , , ,1,1,1,1,1,6,3, , , ,2, , ,3,2,3, ,3,7,7,4,7,4,4,2,1,1,3,2, , ,7, , ,1,4,2,1,1,2,3,1,5,6,3,3, , ,1,1,2,9,1,4,2,7,3,6,1,4,1,1,1,1,8,8,3,6,4,4,1,1,5,5,1,3,1,5,6,2,5,1,1,7,1,4,2,2,1,2,1,1,5,2,1,1,1,2,1,2,3,2,7,8,7,7,1,1,2,1,1,1,2,2,6,1,2,1,2,4,7,2,4,4,1,1,1,2,1,3,1,1,2,2,3,1,4,2,1,1,1,8,1,1,2,1,3,2,1,1,2,6,7,3,6,1,11,2,1,2,1,1,1,2,2,2,1,1,3,4,8,2,2,2,3,3,3,3,1,1,1,2,4,2,3,3,7,8"
25,20,Young Man,18931,http://static.nonograms.org/files/nonograms/large/portret17_12_1_1p.png,4/10," , , , ,7, , , ,5,3, , , ,9,2, , , ,11,2, , , ,5,11, ,7,4,2,2, ,10,1,3,1, , ,5,1,8, ,4,2,2,5,3,1,1,1,5,3,2,1,3,6,3,3,1,4,2,2,1,1,1,2, ,2,2,1,2,3,1,2,1,2, , ,3,4,3, ,3,2,1,3, , ,3,6,3, , ,2,1,1, , ,3,2,1, , , ,4,6, , ,6,4,2, , , ,12,4, , , ,6,7, , , ,7,9"," , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,4,5, , ,4, ,2, , , , , , , , , , , , ,6,2,2, ,1,1,1,2, , ,3, , , , , , , , ,6,1,1,4,7,5,1,6,1, ,2,5,2, , , , , , , ,1,2,1,1,1,5,1,2,1,1,8,2,4,2, , , ,8, , ,1,2,3,1,1,2,1,1,1,4,1,3,3,9,9,8,12,4,6,6,1,3,2,1,1,1,1,1,2,2,2,1,1,2,1,3,3,4,10,8,6,1,2,1,1,1,1,1,2,8,5,3,3,2,2"
28,34,Pegasus,18935,http://static.nonograms.org/files/nonograms/large/pegas14_12_1_1p.png,5/10," , ,1,5,2, , , ,2,9, , , ,2,14, , , ,3,15, , , ,3,17, , ,1,3,17, , ,2,3,19, , ,3,2,19, , ,3,3,20, ,2,3,12,9,1,2,3,11,5,1,3,3,12,3,1,4,3,13,2, , ,2,9,11, , ,2,11,8, , ,3,14,3, ,1,3,18,2, , ,2,23,2, , , ,2,25, , , ,2,24, , , ,3,22, , , ,5,20, , , , ,25, , , , ,23, , , , ,20, , , , ,17, , , , ,13, , , , ,9"," , ,2,5,9,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,6,4,4,6,4, , , , , ,1, , , , , , , , , , , ,9,10,9, ,1, , , , , ,4,3,3,3,3,4,7, ,10, , , ,2,7, ,10,11,12, ,14,14,15,15,15,4,2,2,10,8, , ,1, , ,2,2,2,3,3,7,3,15,3,14,13,14,13,14,23,13,13,13,26,12,12,12,11,11,9,9,7,8,6,9,9,6,5,4"
40,25,Cat,18936,http://static.nonograms.org/files/nonograms/large/koshka58_12_1_1p.png,5/10," , , ,2,2, , , ,2,2, , , ,3,3, , , ,4,3, , , ,5,4, , , , ,15, , , , ,13,3,1,3,1,3, , ,4,3,4, , , , ,15, , , , ,13, , , , ,7, , , , ,5, , , , ,3, , , , ,3, , , , ,3, , , , ,3, , , ,5,3, , , ,7,3, , ,2,2,3, ,2,2,2,5, , ,3,5,5, , ,2,3,7, , , ,2,7, , , ,2,7, , , ,2,7, , , ,2,5, , , ,2,5, , , ,2,5, , , ,2,7, , , ,2,7, , , ,3,7, ,3,3,7,3, , , ,4,17, , , , ,21, , , , ,20, , , , ,17, , , , ,13, , , , ,13, , , ,3,3"," , , , , , ,1,3,5, , , ,4, , , , , ,3, , , , , , , , , , ,2,2,2,1,3, , ,4,3,2, , , ,2,3,3, , ,5,3, , , ,4,3,2,3,2,6,4,9,8,2,4,4, , , ,4,4,2,8,9,3,1, ,11,13,3,3,3,3,3,4,5,7,7,6,11,20,35,34,35,20,11,6,7,7,5,3,1"
